,term1,term2,value
42867,coliforme, aureu,1
42868,coliforme, bactéria,1
42869,coliforme, estufamento,1
42870,coliforme, fermentação,1
42871,coliforme, gás,1
42872,coliforme, lactose,1
42873,coliforme, parto,1
42874,coliforme, queijo,1
42875,natura, amônio,1
42876,repouso, animal,1
42877,repouso, concentração,1
42878,repouso, confinar,1
42879,repouso, grande,1
42880,repouso, ordenha,1
42881,repouso, sistema,1
42882,repouso, térmico,1
42883,oxigênio, aeração,1
42884,oxigênio, aeróbio,1
42885,oxigênio, ar,1
42886,oxigênio, biológico,1
42887,oxigênio, bom,1
42888,oxigênio, compostagem,1
42889,oxigênio, húmu,1
42890,oxigênio, nutriente,1
42891,oxigênio, partícula,1
42892,oxigênio, parâmetro,1
42893,oxigênio, patogênico,1
42894,oxigênio, presença,1
42895,oxigênio, resíduo,1
42896,oxigênio, temperatura,1
42897,fósforar, bom,1
42898,fósforar, cobalto,1
42899,fósforar, cítrico,1
42900,fósforar, enxofre,1
42901,fósforar, flúor,1
42902,fósforar, fósforo,1
42903,fósforar, iodar,1
42904,fósforar, magnésio,1
42905,fósforar, maneira,1
42906,fósforar, manganês,1
42907,fósforar, mineralizado,1
42908,fósforar, máximo,1
42909,fósforar, parte,1
42910,fósforar, pequeno,1
42911,fósforar, solubilidade,1
42912,fósforar, ácer,1
42913,iodofórmio, benzeno,1
42914,iodofórmio, desinfecção,1
42915,iodofórmio, dodecil,1
42916,iodofórmio, hipoclorito,1
42917,iodofórmio, ingrediente,1
42918,iodofórmio, principal,1
42919,iodofórmio, quaternário,1
42920,iodofórmio, sulfô,1
42921,iodofórmio, teto,1
42922,iodofórmio, ácer,1
42923,cruzar, esperar,1
42924,cruzar, gir,1
42925,cruzar, heterose,1
42926,cruzar, holandês,1
42927,cruzar, lactação,1
42928,cruzar, leiteiro,1
42929,cruzar, objetivo,1
42930,cruzar, pelar,1
42931,cruzar, reprodutivo,1
42932,cruzar, tricros,1
42933,cruzar, zebuína,1
42934,cruzar, zebuíno,1
42935,raspar, borracha,1
42936,raspar, casco,1
42937,raspar, concreto,1
42938,raspar, confinar,1
42939,raspar, desinfetar,1
42940,raspar, fácil,1
42941,raspar, lavar,1
42942,raspar, lâmina,1
42943,raspar, madeira,1
42944,raspar, manual,1
42945,raspar, rodo,1
42946,raspar, seco,1
42947,raspar, trator,1
42948,demandar, alimento,1
42949,demandar, elevar,1
42950,demandar, exigência,1
42951,demandar, forrageira,1
42952,demandar, funcionar,1
42953,demandar, grande,1
42954,demandar, pasto,1
42955,demandar, proteína,1
42956,demandar, sistema,1
42957,demandar, tubulação,1
42958,desmama, alimento,1
42959,desmama, baia,1
42960,desmama, concentrado,1
42961,desmama, concentrar,1
42962,desmama, consumir,1
42963,desmama, desaleitamento,1
42964,desmama, desaleitar,1
42965,desmama, descer,1
42966,desmama, dieta,1
42967,desmama, estimular,1
42968,desmama, fase,1
42969,desmama, fêmea,1
42970,desmama, garantir,1
42971,desmama, gestante,1
42972,desmama, gestação,1
42973,desmama, gir,1
42974,desmama, guzerá,1
42975,desmama, lactação,1
42976,desmama, mamar,1
42977,desmama, maneira,1
42978,desmama, mestiço,1
42979,desmama, mãe,1
42980,desmama, médio,1
42981,desmama, natural,1
42982,desmama, novilha,1
42983,desmama, objetivo,1
42984,desmama, pasto,1
42985,desmama, presença,1
42986,desmama, principal,1
42987,desmama, proteína,1
42988,desmama, seca,1
42989,desmama, sistema,1
42990,desmama, suficiente,1
42991,desmama, vacar,1
42992,desmama, variação,1
42993,desmama, volumoso,1
42994,desmama, zebu,1
42995,diagnosticar, agudo,1
42996,diagnosticar, fazendeiro,1
42997,diagnosticar, liber,1
42998,diagnosticar, matar,1
42999,diagnosticar, perda,1
43000,diagnosticar, sintoma,1
43001,desmame, alimento,1
43002,desmame, baia,1
43003,desmame, bom,1
43004,desmame, concentrar,1
43005,desmame, consumir,1
43006,desmame, desaleitamento,1
43007,desmame, desaleitar,1
43008,desmame, descer,1
43009,desmame, dieta,1
43010,desmame, estimular,1
43011,desmame, fêmea,1
43012,desmame, garantir,1
43013,desmame, gestante,1
43014,desmame, gestação,1
43015,desmame, gir,1
43016,desmame, guzerá,1
43017,desmame, lactação,1
43018,desmame, mamar,1
43019,desmame, maneira,1
43020,desmame, mestiço,1
43021,desmame, mãe,1
43022,desmame, médio,1
43023,desmame, natural,1
43024,desmame, novilha,1
43025,desmame, objetivo,1
43026,desmame, presença,1
43027,desmame, principal,1
43028,desmame, proteína,1
43029,desmame, seca,1
43030,desmame, sistema,1
43031,desmame, suficiente,1
43032,desmame, vacar,1
43033,desmame, variação,1
43034,desmame, volumoso,1
43035,desmame, zebu,1
43036,plântula, afetar,1
43037,plântula, desidratação,1
43038,plântula, grande,1
43039,plântula, orgânico,1
43040,plântula, pequeno,1
43041,plântula, reter,1
43042,plântula, sementes,1
43043,plântula, teor,1
43044,plântula, veranico,1
43045,antisséptico, animal,1
43046,antisséptico, antialérgico,1
43047,antisséptico, antitóxico,1
43048,antisséptico, sintoma,1
43049,antisséptico, sombrear,1
43050,entressafra, alto,1
43051,entressafra, anestro,1
43052,entressafra, animais,1
43053,entressafra, bacteriano,1
43054,entressafra, bactéria,1
43055,entressafra, baixo,1
43056,entressafra, balde,1
43057,entressafra, boca,1
43058,entressafra, chorumar,1
43059,entressafra, coma,1
43060,entressafra, contaminação,1
43061,entressafra, corporal,1
43062,entressafra, corrente,1
43063,entressafra, dedo,1
43064,entressafra, descartar,1
43065,entressafra, desfolha,1
43066,entressafra, digestãar,1
43067,entressafra, elevar,1
43068,entressafra, emagrecer,1
43069,entressafra, espécie,1
43070,entressafra, ferimento,1
43071,entressafra, graxo,1
43072,entressafra, infectar,1
43073,entressafra, infecçãar,1
43074,entressafra, latão,1
43075,entressafra, magra,1
43076,entressafra, matar,1
43077,entressafra, meio,1
43078,entressafra, mineral,1
43079,entressafra, médio,1
43080,entressafra, novilho,1
43081,entressafra, nutricional,1
43082,entressafra, olho,1
43083,entressafra, parede,1
43084,entressafra, parto,1
43085,entressafra, pastagem,1
43086,entressafra, perda,1
43087,entressafra, planta,1
43088,entressafra, população,1
43089,entressafra, prenhe,1
43090,entressafra, pálida,1
43091,entressafra, rasteiro,1
43092,entressafra, rebanhar,1
43093,entressafra, rotacionar,1
43094,entressafra, ruminal,1
43095,entressafra, sanguíneo,1
43096,entressafra, sanitário,1
43097,entressafra, tanque,1
43098,entressafra, taxa,1
43099,entressafra, temperatura,1
43100,entressafra, unha,1
43101,entressafra, velho,1
43102,entressafra, verão,1
43103,entressafra, ácido,1
43104,lã, animal,1
43105,lã, arbóreo,1
43106,lã, madeira,1
43107,lã, principal,1
43108,lã, sistema,1
43109,carrapaticidar, animal,1
43110,carrapaticidar, aspersão,1
43111,carrapaticidar, bula,1
43112,carrapaticidar, carrapaticida,1
43113,carrapaticidar, cavalo,1
43114,carrapaticidar, concentrar,1
43115,carrapaticidar, concentração,1
43116,carrapaticidar, dorso,1
43117,carrapaticidar, elevar,1
43118,carrapaticidar, everminação,1
43119,carrapaticidar, fase,1
43120,carrapaticidar, fitoterápico,1
43121,carrapaticidar, homeopático,1
43122,carrapaticidar, injetável,1
43123,carrapaticidar, laboratório,1
43124,carrapaticidar, larva,1
43125,carrapaticidar, meio,1
43126,carrapaticidar, micuim,1
43127,carrapaticidar, ninfa,1
43128,carrapaticidar, rebanho,1
43129,carrapaticidar, spray,1
43130,carrapaticidar, substância,1
43131,carrapaticidar, vacinação,1
43132,carrapaticidar, ver,1
43149,suculento, base,1
43150,suculento, cor,1
43151,suculento, cordiforme,1
43152,suculento, lançar,1
43288,fermentar, animal,1
43289,fermentar, butírico,1
43290,fermentar, digestivo,1
43291,fermentar, fermentação,1
43292,fermentar, grande,1
43293,fermentar, gás,1
43294,fermentar, lactato,1
43295,fermentar, picar,1
43296,fermentar, ácer,1
43415,automatizar, ciclo,1
43416,automatizar, colheita,1
43417,automatizar, máquina,1
43418,automatizar, operação,1
43419,automatizar, principal,1
43420,automatizar, vegetativo,1
43421,imunoglobulina, agente,1
43422,imunoglobulina, anticorpo,1
43423,imunoglobulina, cair,1
43424,imunoglobulina, concentração,1
43425,imunoglobulina, doença,1
43426,imunoglobulina, eficiente,1
43427,imunoglobulina, garantir,1
43428,imunoglobulina, imunidade,1
43429,imunoglobulina, imunológico,1
43430,imunoglobulina, intestino,1
43431,imunoglobulina, mãe,1
43432,imunoglobulina, parte,1
43433,imunoglobulina, parto,1
43434,imunoglobulina, principal,1
43435,imunoglobulina, suficiente,1
43436,imunoglobulina, vaca,1
43437,chorume, adubo,1
43438,chorume, afetar,1
43439,chorume, animal,1
43440,chorume, aviário,1
43441,chorume, cama,1
43442,chorume, coloração,1
43443,chorume, compostagem,1
43444,chorume, decomposiçãar,1
43445,chorume, entrar,1
43446,chorume, escuro,1
43447,chorume, esperar,1
43448,chorume, lixão,1
43449,chorume, líquido,1
43450,chorume, mal,1
43451,chorume, orgânico,1
43452,chorume, palatabilidade,1
43453,chorume, pilha,1
43454,chorume, planta,1
43455,chorume, químico,1
43456,antixenose, antibiose,1
43457,antixenose, ataque,1
43458,antixenose, brizanthar,1
43459,antixenose, cigarra,1
43460,antixenose, decumbem,1
43461,antixenose, espécie,1
43462,antixenose, físico,1
43463,antixenose, mecanismo,1
43464,antixenose, ruziziensil,1
43465,crioscópico, abrigo,1
43466,crioscópico, acesso,1
43467,crioscópico, afetar,1
43468,crioscópico, agente,1
43469,crioscópico, anestro,1
43470,crioscópico, anticorpo,1
43471,crioscópico, babesiose,1
43472,crioscópico, bezerreiro,1
43473,crioscópico, bovino,1
43474,crioscópico, calor,1
43475,crioscópico, concentrar,1
43476,crioscópico, crioscopia,1
43477,crioscópico, doença,1
43478,crioscópico, elevar,1
43479,crioscópico, escassez,1
43480,crioscópico, fase,1
43481,crioscópico, fisiológico,1
43482,crioscópico, funcionar,1
43483,crioscópico, fêmea,1
43484,crioscópico, fêmeo,1
43485,crioscópico, físico,1
43486,crioscópico, gaiola,1
43487,crioscópico, genético,1
43488,crioscópico, gestação,1
43489,crioscópico, gordar,1
43490,crioscópico, gordo,1
43491,crioscópico, granulado,1
43492,crioscópico, infestar,1
43493,crioscópico, irmão,1
43494,crioscópico, leiteiro,1
43495,crioscópico, lembrar,1
43496,crioscópico, língua,1
43497,crioscópico, maneira,1
43498,crioscópico, mau,1
43499,crioscópico, meio,1
43500,crioscópico, mestiço,1
43501,crioscópico, metabólico,1
43502,crioscópico, mãe,1
43503,crioscópico, médio,1
43504,crioscópico, novilho,1
43505,crioscópico, nutricional,1
43506,crioscópico, núcleo,1
43507,crioscópico, oferecer,1
43508,crioscópico, ovulação,1
43509,crioscópico, parasitário,1
43510,crioscópico, parte,1
43511,crioscópico, pelar,1
43512,crioscópico, piquete,1
43513,crioscópico, presença,1
43514,crioscópico, pé,1
43515,crioscópico, quente,1
43516,crioscópico, recurso,1
43517,crioscópico, seca,1
43518,crioscópico, secar,1
43519,crioscópico, seco,1
43520,crioscópico, temperatura,1
43521,crioscópico, tristeza,1
43522,crioscópico, unidade,1
43523,crioscópico, vacinador,1
43524,crioscópico, variação,1
43525,crioscópico, zebuína,1
43526,crioscópico, água,1
43527,crioscópico, úmido,1
43528,fascicular, radicular,1
43529,fascicular, semiáridar,1
43530,fascicular, sistema,1
43531,listeriose, aborto,1
43532,listeriose, doença,1
43533,listeriose, febril,1
43534,listeriose, mamite,1
43535,listeriose, micoplasmose,1
43536,listeriose, salmonelose,1
43537,listeriose, tuberculose,1
43538,madeira, aeradar,1
43539,madeira, arbóreo,1
43540,madeira, bom,1
43541,madeira, borracha,1
43542,madeira, caixa,1
43543,madeira, carvão,1
43544,madeira, compostagem,1
43545,madeira, concreto,1
43546,madeira, esterco,1
43547,madeira, eucalipto,1
43548,madeira, forragem,1
43549,madeira, galvanizar,1
43550,madeira, grande,1
43551,madeira, instalação,1
43552,madeira, lei,1
43553,madeira, lâmina,1
43554,madeira, lã,1
43555,madeira, material,1
43556,madeira, proteína,1
43557,madeira, raspar,1
43558,madeira, ripado,1
43559,madeira, rodo,1
43560,madeira, roliço,1
43561,madeira, régua,1
43562,madeira, seca,1
43563,madeira, serrar,1
43564,madeira, sistema,1
43565,madeira, sombrear,1
43566,madeira, sombrite,1
43567,madeira, teor,1
43568,madeira, trator,1
43569,madeira, tubo,1
43570,madeira, ventilar,1
43571,madeira, vento,1
43572,lamber, bezerro,1
43573,lamber, circulação,1
43574,lamber, estimular,1
43575,lamber, respiração,1
43576,lamber, secar,1
43577,caseiro, açúcar,1
43578,caseiro, bicarbonato,1
43579,caseiro, bom,1
43580,caseiro, colher,1
43581,caseiro, sopa,1
43582,caseiro, água,1
43583,capineira, adubar,1
43584,capineira, adubo,1
43585,capineira, afetar,1
43586,capineira, cerca,1
43587,capineira, cobertura,1
43588,capineira, geada,1
43589,capineira, gear,1
43590,capineira, implantar,1
43591,capineira, interferir,1
43592,capineira, maneira,1
43593,capineira, material,1
43594,capineira, máximo,1
43595,capineira, objetivo,1
43596,capineira, queimar,1
43597,capineira, químico,1
43598,capineira, série,1
43599,capineira, técnico,1
43628,ouvir, bom,1
43629,ouvir, perfil,1
43630,laboratório, animal,1
43631,laboratório, aspersão,1
43632,laboratório, banho,1
43633,laboratório, bezerro,1
43634,laboratório, bula,1
43635,laboratório, carrapaticida,1
43636,laboratório, carrapaticidar,1
43637,laboratório, cerca,1
43638,laboratório, concentração,1
43639,laboratório, congelador,1
43640,laboratório, dorso,1
43641,laboratório, elevar,1
43642,laboratório, embrião,1
43643,laboratório, espécie,1
43644,laboratório, fetal,1
43645,laboratório, geladeira,1
43646,laboratório, gelo,1
43647,laboratório, injetável,1
43648,laboratório, microbiologia,1
43649,laboratório, planta,1
43650,laboratório, procurar,1
43651,laboratório, raça,1
43652,laboratório, seca,1
43653,laboratório, spray,1
43654,laboratório, substância,1
43655,laboratório, tecido,1
43656,laboratório, temperatura,1
43657,laboratório, toxicidade,1
43658,laboratório, técnico,1
43659,laboratório, ver,1
43660,laboratório, vitro,1
43661,capineiro, adubar,1
43662,capineiro, adubo,1
43663,capineiro, capineira,1
43664,capineiro, cerca,1
43665,capineiro, cobertura,1
43666,capineiro, geada,1
43667,capineiro, implantar,1
43668,capineiro, interferir,1
43669,capineiro, maneira,1
43670,capineiro, máximo,1
43671,capineiro, objetivo,1
43672,capineiro, queimar,1
43673,capineiro, químico,1
43674,capineiro, série,1
43675,capineiro, técnico,1
43690,viral, alto,1
43691,viral, bovina,1
43692,viral, bovino,1
43693,viral, campilobacteriose,1
43694,viral, diarrear,1
43695,viral, diarreia,1
43696,viral, elevar,1
43697,viral, incidência,1
43698,viral, infecção,1
43699,viral, rebanho,1
43700,viral, sanitário,1
43701,viral, tricomonose,1
43702,viral, uterino,1
43703,impermeável, chuva,1
43704,impermeável, chão,1
43705,impermeável, pilha,1
43706,impermeável, água,1
43707,forragear, animal,1
43708,forragear, consumir,1
43709,forragear, cova,1
43710,forragear, nitrogênio,1
43711,forragear, parte,1
43712,forragear, pastagem,1
43713,forragear, plantio,1
43714,forragear, preparar,1
43715,forragear, resíduo,1
43716,forragear, solo,1
43717,forragear, sulco,1
43718,forragear, superpastejo,1
43719,forragear, vegetal,1
43720,fígar, afetar,1
43721,fígar, cetose,1
43722,fígar, gordura,1
43723,fígar, gorduroso,1
43724,fígar, grande,1
43725,fígar, parto,1
43726,fígar, vaca,1
43727,fígar, vacar,1
43728,fígar, órgão,1
43729,espermático, espermatozoide,1
43730,espermático, fêmea,1
43731,espermático, macho,1
43732,espermático, manipulação,1
43733,espermático, técnico,1
43734,morcego, ferir,1
43735,morcego, hematófago,1
43736,morcego, identificar,1
43737,morcego, pasta,1
43738,morcego, técnico,1
43739,morcego, vampiricida,1
43740,semente, adubar,1
43741,semente, afetar,1
43742,semente, alimento,1
43743,semente, animal,1
43744,semente, associação,1
43745,semente, bactéria,1
43746,semente, caixa,1
43747,semente, calagem,1
43748,semente, caule,1
43749,semente, certo,1
43750,semente, chuva,1
43751,semente, colher,1
43752,semente, cromossomo,1
43753,semente, cru,1
43754,semente, densidade,1
43755,semente, desidratação,1
43756,semente, dessecação,1
43757,semente, digestivo,1
43758,semente, doença,1
43759,semente, dormência,1
43760,semente, eficiente,1
43761,semente, elevar,1
43762,semente, erosão,1
43763,semente, erradicar,1
43764,semente, espécie,1
43765,semente, fator,1
43766,semente, fertilizante,1
43767,semente, fisiológico,1
43768,semente, floração,1
43769,semente, florescimento,1
43770,semente, foliar,1
43771,semente, fosfato,1
43772,semente, frio,1
43773,semente, gradagem,1
43774,semente, gênerar,1
43775,semente, herbicida,1
43776,semente, implantar,1
43777,semente, leiteiro,1
43778,semente, maturação,1
43779,semente, mecânico,1
43780,semente, meio,1
43781,semente, máquina,1
43782,semente, mão,1
43783,semente, nitrogênio,1
43784,semente, objetivo,1
43785,semente, obra,1
43786,semente, orgânico,1
43787,semente, outonal,1
43788,semente, pastejo,1
43789,semente, pasto,1
43790,semente, praga,1
43791,semente, preparar,1
43792,semente, principal,1
43793,semente, procedimento,1
43794,semente, puro,1
43795,semente, quebrar,1
43796,semente, queda,1
43797,semente, reter,1
43798,semente, ráquis,1
43799,semente, suficiente,1
43800,semente, superpastejo,1
